p1_good	p2_good	p3_good	p4_good	p5_good	p6_good	p7_good	p8_good	p1_poor	p2_poor	p3_poor	p4_poor	p5_poor	p6_poor	p7_poor	p8_poor
217364_x_at	236.1	218.1	158.4	176.3	166.7	175.9	284.9	192.1	289.3	594	178.6	302.9	290.6	195.8	304.7	345.7
217365_at	292.1	159.5	209.4	200.1	138.4	260.1	211.6	250.2	277.5	1005.7	143.4	412.4	200.8	179.5	379	295.3
217366_at	11.7	12.2	14.1	9.9	14.9	19.3	15.7	14.4	22.4	49.5	9.6	25.3	5.2	12.4	19.4	23
217367_s_at	290.2	419.3	284.9	409.5	254.5	448.6	357.3	432.7	202	208.5	163	292.8	258.2	223	398.7	204
217368_at	169.2	260.2	154.9	197.5	133.4	116.6	219	188.4	341.6	87.4	149.2	181	160.8	173.5	227.4	348
217369_at	190.8	168.8	180.8	207	169.2	246.9	165.9	219.4	253	591.6	219.6	345.5	262.3	136.3	314.3	375.7
217370_x_at	1442.8	1517.6	1430.3	1556.2	1416	1660.4	1401.5	1326.2	2354	2467	1084.2	2265.9	1143.3	1465.9	3157.9	3272.8
217371_s_at	22.6	252.4	1507.4	418.8	10	75.7	59.2	91.1	121.3	678.5	115.6	221.8	16.7	131.7	248	284.9
217372_at	15.6	61.7	15.9	13	16.5	14.8	51.9	86.7	171.8	285.8	65.7	23.1	16.9	35.8	164.7	187
217373_x_at	491.5	857.3	475.1	350.4	383.6	527.1	406.4	350.1	514.2	797.7	537	308.3	505.2	437.6	608.1	526.7
217374_x_at	67.6	103.5	64.3	245.6	238.5	54.8	62.3	203.2	97.1	256.7	53.5	217	130.8	293.6	307.4	152.2
217375_at	129.4	91.4	62.3	97.1	90.6	11.9	65	119.6	219.3	298.3	85.7	183.8	91.2	44.5	248.3	154.2
217376_at	33.9	185.2	35.2	115.5	165.7	218.4	142.6	204.1	204.7	133.1	82.2	243	132	33.8	266.4	217.1
217377_x_at	393	519.8	453	382.2	195	401	397.1	456.8	654.3	1030.3	283.7	480.9	394.2	226.1	788.1	721.7
217378_x_at	17	1803.4	99.5	42.2	31.7	25.4	53.2	426.5	3856.9	11958.6	24	708.8	25.7	25.3	93.5	49.1
217379_at	7915.4	4971.4	2294.4	5653.6	4624.4	3644.4	6949.2	5160.2	10935.4	6415.3	6785.4	9214.6	4996	10576.7	5124.2	8117.9
217380_s_at	73.1	20.2	7	13.3	4.6	146.5	15.1	84.2	14.8	54	35.8	10.2	5	9.9	68.2	41.2
217381_s_at	150.9	365.6	150.3	142.7	168.3	532.1	227.8	181.2	275.1	128	193.9	297.3	174	233.5	239.8	315.7
217382_at	7.2	24.5	9.6	20	22.6	72.9	87.5	32.4	16.9	70.4	80.9	107.1	6	4.5	11.9	45.1
217383_at	241.9	275.3	295.3	243.1	129	292.8	283.5	286.8	338	777.4	177	426.7	312.8	135.4	557.2	312.3
217384_x_at	29.4	62.9	10.5	13.1	12.2	13.9	110.3	23.7	22.1	146.9	16.1	468.4	117.6	7.2	38.8	37.2
217385_at	9.3	17	9.5	37.2	18.7	19.7	22.7	95.7	30.5	51.6	16.1	24.2	12.3	23.1	20.6	23.2
217386_at	123.6	146.9	199.1	146.4	104.3	178.4	250.7	174.3	130.2	531.7	67.8	81.7	122.4	85.1	187.8	46
217387_at	12.2	13.9	10.3	8.5	12.2	8.3	7.3	11.6	28.4	50.3	6.4	23.7	10.8	9	31	19.7
217388_s_at	2222.3	1611.6	1577.4	1988.4	2733.4	2266.9	1728.8	2143.7	573.8	1205.5	4268.5	1088.8	2284.7	1177.3	1356.3	1180.9
217389_s_at	48.7	267.7	85.9	59.3	50.6	86.3	114.9	89.8	49.8	92	41.6	32.1	155	25.2	42.4	66.8
217390_x_at	436.8	241.6	815.4	302.8	199.2	348.4	479.1	650.8	606.4	1490.2	330.9	1289.6	680.7	295.6	745.8	911.2
217391_x_at	37.7	55.3	49.1	38.5	33.4	46.7	40.3	29.8	73	161	30.5	92.1	35.2	19.1	83	314.3
217392_at	8.7	21.3	16.3	4.4	20.1	51.9	12.5	11.7	13.3	33.3	3.9	11	10.2	9.6	17.2	14.6
217393_x_at	1559.7	692.8	1034.2	425.9	720.6	1943.2	857.6	1211	2096.5	1946.3	1376.8	1128.1	976.5	1002.2	2200	1649.3
217394_at	3	31.6	5.8	72.3	53.3	39.7	33.3	38.6	10.8	360.9	26.1	101.2	1.9	35.8	148.6	14.7
217395_at	87.6	35.6	199.7	46.8	150.9	181.7	142.4	26.2	172.2	352.1	57	212.6	109.9	149.6	413	291.5
217396_at	92.2	10.9	28.5	7.2	10.5	146.4	44.7	28.9	43.6	122.2	20.5	30.2	25.8	34.5	21.7	26.7
217397_at	330.9	337.9	267.2	312.5	307.8	173.3	113.4	419	428.4	869.8	164.3	446.9	318.3	111.9	668.8	393.9
217398_x_at	11227.6	17771.3	3155.8	15865.8	13521.6	11664.6	11787.6	11015.7	12080	12781.1	15541.5	23041.3	9857.8	16327.4	9070.1	16527.2
217399_s_at	61.9	49.4	30	22.7	18.9	27.3	30.6	47.2	368	105	22.4	419.6	25.8	24.9	38.8	185.3
217400_at	6.1	5.9	7.4	48.7	19.6	18.4	31.9	3.6	59	140.6	70.3	99.9	20.8	32.5	13.8	13.8
217401_at	14.7	56.9	27	20.8	6	5.5	148.1	93.7	33	24.9	107.9	104	14.4	66.9	11.5	14.2
217402_at	37.1	5.7	5	7.2	7.8	9.2	4.2	6.1	7.2	89.4	5.2	3.7	4.4	6.9	3.4	7.4
217403_s_at	662.3	594.6	774	588.9	678.3	688.4	584.4	761.8	374	143.7	733.2	419.5	571.9	899.4	431.5	583.5
217404_s_at	12.9	14.4	13.2	8	8.8	14.8	9.9	12.1	9.8	51.9	4.1	13.8	12.4	7.9	11.1	14.9
217405_x_at	288.7	353.4	409.3	235.2	236.6	484.2	294.8	353.4	441.4	550	233.8	435	404.6	283.6	706.5	245.3
217406_at	548	705.1	538.5	459.7	489.6	709.2	651	490.3	550.1	1074.6	559.3	610.5	507	635.1	543.3	649.8
217407_x_at	688.7	865.6	638	575.3	915.3	971.2	750.9	1103.1	926.5	1589.4	702.9	798.9	698	827.2	1452.2	1116.2
217408_at	309.1	1245	673.1	634.2	994.5	577.6	991.7	917	555.6	159.2	1490.8	1147.3	1226.5	1689.5	1466.4	1329.9
217409_at	25	153.7	175.6	32.9	58.5	275.4	48.8	128.2	25.7	64.9	28.6	66.5	28.9	15.9	79.9	67.3
217410_at	107.2	181.6	57.3	71.9	198.6	167.5	95.2	410.9	199.6	522.1	88.3	160.7	74.6	36	431.7	112.2
217411_s_at	41.5	78.7	154.1	33.9	27.3	23.5	82.5	35.2	217.4	373.3	33.2	155.2	33	117.3	78.1	79.8
217412_at	91	57.2	151.9	42.3	117.8	129.8	20.6	226	23.4	156.4	68.1	95.1	51	76	146.1	154.9
217413_s_at	116.8	54.2	97.6	23.3	39.2	37.6	200.4	150.3	193.3	138.5	125.3	57.8	83	11.6	352.1	198.1
217414_x_at	45.2	60.6	426.3	48.4	112.2	63.1	101.6	47.8	286	227.1	30.1	139.3	51.8	180.9	86.5	118.3
217415_at	154.1	210.7	133.2	95.2	81.9	150.3	120.2	179.4	126.2	268	87.3	259	117.9	77.8	217.5	127
217416_x_at	283.9	96.4	213.9	220.1	247.1	145.5	218.3	243.5	218.6	308.1	123.8	184.4	202.3	122.7	112.2	91.3
217417_at	8.4	52.7	99.8	60.2	4.4	61.8	39.1	104.3	158.1	73.7	7.6	73.2	44.2	61.8	33.5	13.6
217418_x_at	9504.6	30528.4	22081.7	24443.7	22193.4	26397.4	21002.8	19246.5	8309.1	10370.9	22240.9	22007.7	22588.6	21092.7	13273.2	6804.7
217419_x_at	288.4	363.2	347.7	290.9	237.9	343.9	240.2	397.9	538.7	594.2	323.1	520.9	421.7	241.4	594	583.1
217420_s_at	319.5	201.4	158	107.9	121.4	38	223.1	82.3	375.3	558.1	164.2	123.5	115	116.1	366.9	324.3
217421_at	27.9	32.1	26.1	35	32.5	32.6	21.4	25.9	58.2	100.8	24.6	72.1	24.5	11.4	35	59.8
217422_s_at	1643.8	2281.4	987.1	1314.3	1687.1	1273.7	674.4	1894.7	573.4	1477.9	1020.4	1196.5	788	799.5	2738.4	2074.4
217423_at	161.5	209.4	177.7	252.4	185.8	207.9	175.7	120.8	414.2	662.8	156.6	309.4	202.1	71.7	590.6	373
217424_at	16.5	35	13.3	8.9	8.8	47.2	10.6	7.9	41.6	92.4	26.7	90.7	22.9	48.6	85.9	42
217425_at	15.3	37.1	28	40.7	45.4	37.1	47.9	24.7	25	98.6	10.7	87.7	15.3	17.1	208.5	105.3
217426_at	14.7	11.2	8.9	9.4	13.4	14.4	13.9	23.4	30	46.1	17.7	31	18.5	17.5	27.8	25.7
217427_s_at	3721.3	2877.8	3754.3	3552.4	3705.9	3646.7	3468.8	4806.7	4213.8	1977.4	5341	1221.9	4844.9	4388.1	2114.2	2605.1
217428_s_at	11.2	20.2	2.8	17.1	88.7	89.9	64	121.5	150.8	116.6	20.7	95.8	30.6	91.7	183	10.5
217429_at	142.3	259.2	179.6	204.3	30.9	38.3	204.5	223.4	251.2	639.7	179.7	129.7	159.7	27.9	435.2	499
217430_x_at	390.7	603.3	679.6	619	525	643.7	679.1	521.8	797.6	1638	459.9	1097.5	579	503.9	1163.3	999.4
217431_x_at	102.2	195	91.3	101.7	12.5	67.2	33.7	87.4	122.6	325.6	56.9	33	85.4	74	185.4	218.6
217432_s_at	626.7	487.6	477.3	681.4	728.8	789.7	511.6	671.9	1069.1	1227.1	579.5	994.4	462.6	590.6	1090.5	824.3
217433_at	18.8	8	7.3	5.4	27.3	171	14.5	16.3	15.7	40.2	6.6	17.4	7.6	5	33.7	14.6
217434_at	36.2	23.3	26.1	14.7	10.9	24.6	11.3	19.6	23.2	63.4	79.8	61.9	43	8.3	34.5	35
217435_x_at	107.9	232.6	67.2	134.8	7.4	105	20.6	235.2	53.1	293	101.7	142.7	115.9	89.9	273.5	159.1
217436_x_at	5968.9	3856.9	4180.5	7803.1	4496.9	6071.3	2083.5	4301.4	12392.9	10446.3	4233.1	9161.2	3829.8	4296.2	7406.1	10281
217437_s_at	2968.2	920.6	1437.5	1033.8	1030.2	1028.1	1021.8	1113.2	2619.7	1597.8	1211.6	948.5	1690.9	917.6	1388.7	1351.8
217438_at	66.5	61.5	22.3	13	76.3	24.4	93.6	104.3	56.1	270.7	17.8	17.7	30.6	15.4	152.9	99.4
217439_at	105.6	198.5	48.5	122.9	162.2	162.5	77.2	51.5	110.4	564.5	87.3	178.4	104.7	47.4	280	318.2
217440_at	48.6	37.4	55.1	42	2.6	73.5	19.1	30.9	79.6	142.5	8.9	72.7	31.5	7.3	44.3	24.4
217441_at	154	195.8	201.2	203.1	70.7	302.7	302	234.4	314.3	72.6	182.8	259.7	197.1	15.4	368.9	464.2
217442_at	15.3	30.4	13.7	21.1	20.6	32.6	21.5	17.4	19.3	83.2	13.4	36.3	19.1	15.2	28.4	38.8
217443_at	29.4	9	83.3	3.2	4.3	14.9	36.4	30.9	11.3	27.6	55.8	60.7	17.8	2.1	13.1	12.8
217444_at	48.9	15	46.4	15.9	19.7	22.8	33.9	37.7	40.5	64.6	30	25.2	27.4	25.3	64.7	31.3
217445_s_at	106.3	121.3	61.2	93.4	121.7	73.7	93.6	157.3	31.8	267.8	179.8	231.7	146.1	287	121.4	156.3
217446_x_at	835.6	1417.2	940.5	294.8	598.9	995.7	616.5	1341.2	557.1	2513.3	927.9	685.4	494.3	771	1583.4	960.9
217447_at	174.6	46.8	168.7	28.6	59.2	38.1	60.2	108.4	189.4	487.4	29.2	40.5	147.7	88.4	241.7	72.4
217448_s_at	257.2	242.1	285.3	369.5	322	317	212.5	228.7	551.5	589.2	279	442.9	303.9	388.6	557.4	393.3
217449_at	280.4	223.9	250.5	182.1	202.2	289.1	350.1	302.2	361.7	606.9	243.1	439.9	192.8	98.6	518.3	416
217450_at	44.9	382.9	33.3	58.1	288.8	328.1	141	159.8	282.1	324	25.8	173.2	37.2	140	303.4	72.7
217451_at	5.4	4.8	5.1	4.9	7.3	5.7	7.5	9.3	17.4	38.8	6.2	7.8	7.3	9.1	13.2	11
217452_s_at	56	61.8	18.9	24.9	5.3	57.4	10.5	67	57.1	31.7	31.4	6	19.6	38	8.2	39.5
217453_at	107.6	306.7	185.3	133.6	123.8	277.6	209.5	191.1	270.9	499.8	121.2	65.5	184.2	132.8	561.8	232.8
217454_at	15.9	26.1	9.6	6.6	5.2	16.4	11.1	11.7	6.7	255.4	36.2	20.9	12	34.7	13.6	14.9
217455_s_at	183	128	221	185.3	195.3	246.8	97.6	234.5	292.3	75.9	129.2	210.4	155.2	144.3	374.5	194.1
217456_x_at	8235.3	8200.9	5943.3	9129.6	11511	10340	9799.1	7743.7	13536.6	16506.2	7424.7	10580	7326.4	5705.6	13091.1	13792.4
217457_s_at	307.5	993.3	738.9	609.6	653.9	668.5	821.3	560	465.9	1044.8	677.9	580.5	961.3	677.6	1046.2	905.9
217458_at	32.5	160.7	168.4	49.2	18.2	79.7	120.1	118.7	222.4	198.8	148.9	290.9	82	170.1	294.9	345.5
217459_at	19.5	37.7	68.2	65.3	76.6	160.9	74.2	34.1	218.2	44.3	59.5	49.9	44.5	104.9	60.8	33.4
217460_at	9.8	38.9	72.9	58	51.5	15.4	104	16	51.6	43.2	19.1	13.6	6.8	71.1	137	131.7
217461_x_at	281.5	285.6	306.7	248.2	263.9	262	46.7	128.4	315.2	455.1	169	368.1	330.9	147.4	249.8	338.4
217462_at	23.6	106	43.8	70.8	25.9	49.4	121.7	50.8	39.8	188.3	85.9	15.8	13.2	118.4	45.1	30.2
217463_s_at	8.9	7.9	11.1	6.1	15.2	9.3	6.9	6.2	16.9	96.8	4.1	15.5	5.1	8.4	17.2	8.6
217464_at	12.4	33.1	124.3	7.3	34.6	204	147.8	12.3	117.9	181.9	78.7	26	74.8	12.4	57.3	128
217465_at	73.8	40.3	111.6	101.3	74.8	243.1	73.7	8.4	179.2	356.6	72.2	219.3	126.4	76.8	358	151.8
217466_x_at	24395.3	19150.2	13865.8	30759.4	7019	8594.5	14830.7	13821.3	20338.4	16929	20810.4	30181.6	24363.8	19146.5	13667	16179.2
217467_at	161.2	68.4	182.7	185.5	227.1	128.7	155.1	191.3	338.6	174.9	186.9	266.2	152.7	144.9	246.1	228.9
217468_at	249.4	189.6	182.6	220.1	317.9	329.4	194.5	328.3	199	427.1	101.6	327	139.1	189	187	221.8
217469_at	20.5	29.7	31.7	29.6	15.7	79.7	119.5	97.1	94.7	86.7	23.6	36.7	48.3	32.4	82.8	44.1
217470_at	75.3	17.8	71.5	61.9	73.1	14.9	66.6	38.9	21.1	58.5	43.7	17	4.3	10.2	121.7	5.4
217471_at	205.9	420.4	202.3	175	213.3	362.8	255.2	123.1	407.5	590.5	242.1	403.9	307	109.4	286.6	438.8
217472_at	217.8	287.9	153.4	206.2	279.7	213.1	156.4	307.3	269.2	398.6	126.5	299.8	186.9	166.5	224.6	263.2
217473_x_at	514.1	482.6	508.3	441.3	584.4	490.9	626.6	194.4	838.2	1083.8	894.6	629.3	431.5	343.8	1089.8	874.8
217474_at	235.5	159	216	153.6	288.9	144.1	162.5	184.2	334.1	563	141.9	272.2	142.2	112.8	379.8	349.8
217475_s_at	73.3	34.2	75.7	94.9	80.4	141.4	122.5	12.2	69.1	72.7	100.8	92.1	90	13.8	195.2	211.5
217476_at	33.1	31.9	26.8	32.7	37.3	18.3	117.4	33.2	44	131.2	27.6	29.3	56.6	32.8	40.7	52.5
217477_at	307.9	505.2	245.9	241.4	347.6	286.5	205.8	272.5	329.9	1051.6	200.2	295	292.5	192.6	631.3	341.5
217478_s_at	14591.1	16835.6	16060.9	22243	23459.5	20586.6	12887.3	20074.1	33387.1	32263.8	26470	21732.3	18091.8	23330.1	22230.1	25520
217479_at	101.1	123.1	63.4	106	143.2	93	122.6	100.7	197.2	213.1	108.5	170.8	98.3	60.4	131.6	213
217480_x_at	363	3048.2	1796.6	466.5	395.7	431.6	758	3878.6	5270.2	9742.9	301.3	1712.8	465	332.6	681.9	1013.7
217481_x_at	193.2	156.9	185	86.8	114.6	76.2	184.3	302.1	296.1	88.7	153.2	95.7	149.9	78.8	263.7	109.6
217482_at	351.4	523.8	531	277.2	427	531.3	464.3	392.4	499	881.5	430.7	546	635.5	381	704.5	748
217483_at	75.9	217.9	179	112.2	116.5	29.3	60.7	49.4	297.8	136.3	145.1	185	161.8	135	387.8	295.2
217484_at	205.1	308.3	239.6	176	168.5	276.3	245.3	255.4	337.6	760.4	227.8	276.9	192	184.7	457.4	357.2
217485_x_at	2463.5	2939	2142	2319.8	2010.1	2903	2580.1	1886.3	2435.2	2859.6	1852	2748.8	2596.9	2194	3242.1	2854.2
217486_s_at	391	332.7	278.6	277.6	256.7	229.5	383.5	233.1	261	216.8	353.3	87.6	311.2	339	123.5	207.4
217487_x_at	178.8	187.9	209.8	250.6	119.8	274	313	380.2	282.2	809.6	144.1	311.2	158.7	151.1	474.3	317.5
217488_x_at	46.2	37.3	26.1	29.2	31.2	30.3	43.9	45.7	43.2	67.6	32.3	51.3	39.8	26.8	72.2	65.3
217489_s_at	7.5	5.8	6.9	36.6	64.9	46.3	13.2	27.3	36.9	181	82.4	26.8	15.1	3.8	16.1	58.5
217490_at	214.6	130	278.1	139	220.3	232.6	254.8	102.6	131.9	104.6	77.5	162.7	27.8	73.8	91.6	48.4
217491_x_at	15669.8	14473	14062.8	17490.2	12307.8	14866.6	16913.1	13911.3	16708.8	10182.5	17309.1	14417	16381.8	15303.4	11239.1	14281.8
217492_s_at	2917.8	1879.1	1672.4	2549	2568.8	2407.4	2487.5	1789	2871	2156.4	3514.3	2163.7	2774.4	2347.8	2120.5	2642.7
217493_x_at	76.8	97.2	82.5	287.3	179.4	346.2	157.9	145	702.9	573.8	128	647.2	337.9	134.3	799.2	387.7
217494_s_at	234.5	28.9	82.2	216.2	140.8	212	186.4	273.5	230.2	155.9	169.6	198.5	163.9	177	155.7	260
217495_x_at	18.8	19.2	20	13.3	10.9	19.1	22.5	20.4	74.2	92.1	9.9	30.4	15.7	11.1	57.9	38.3
217496_s_at	913.4	712.8	957.3	834.4	1000.7	997.8	985.1	830	916	1069.4	1147.7	1062.9	1036.9	1041.8	946	817.6
217497_at	194.4	279.5	227.5	72.2	196.5	234.3	185.4	149.5	471.3	627.6	368.8	136.6	313.6	176.1	384.2	530.6
217498_at	67.7	155.6	25.4	84.7	137.8	53.7	115.1	79.8	29.6	45.7	59.2	26.7	16.7	15.1	190.4	207.8
217499_x_at	519.2	937.4	635.5	584.5	896.6	659.7	599	685.3	1272.5	1592.8	655.6	614.2	674.5	373.2	1372.8	996.8
217500_at	103.2	311.7	119.4	181.6	115.4	201.8	344.2	217.4	468.4	726.5	202.8	381.9	157.4	25.1	385.4	295.9
217501_at	962.4	886.4	851.2	707.7	729.5	857.3	664.8	1000.3	955.8	1005	1084.5	1041	783	915.9	1046.3	920.6
217502_at	494.2	629.2	578.1	523.5	244.1	548.4	460	251.4	532.5	126.2	336.5	501.7	463.9	459.5	631.4	808.4
217503_at	1086.2	482.7	524.2	1104.6	358.2	475.8	516.3	353.3	923.7	1026.1	417.6	367.3	561.9	493.7	393	535.7
217504_at	1016.2	2085	7658.5	943.8	1898.1	4137.9	4021.7	2335.1	1444.3	2522.7	2366.1	2644.8	5744.1	4706.4	3424	2707.7
217505_at	6.4	12.6	21	31	1.3	58.9	103.4	6.8	12.1	42.8	5.5	6.6	3.9	26.7	55.9	10.5
217506_at	893.4	652.2	552	276.6	452.7	518.2	595.3	768.8	480.8	770.3	420.7	479.2	820.1	690.7	900	635.5
217507_at	55.7	148.1	47.5	26.2	137.5	73.8	121.5	60.9	81.6	333.8	151.5	142.9	67.2	44.6	31.9	112.1
217508_s_at	427.1	538.2	523.3	437.9	460	514	453.5	344.9	576.8	878.8	345.6	539.6	438.1	425.6	697.6	640.8
217509_x_at	457.5	677.6	348.1	583.1	444.2	837.7	383.9	338.3	461.8	640.7	468	651.2	763	316.4	772.8	699.3
217510_at	38.4	29.3	20	27.5	45	36.1	29	91.1	106.9	292.8	92.9	29.1	51.2	10.1	116.7	57.2
217511_at	214.8	126.7	192.6	81.4	138.1	200.5	50.4	275.7	356.8	616.6	41	425.5	253.4	87.2	334.7	258.5
217512_at	153	250.8	106.7	116.9	67.1	200.7	159.2	173.3	215.2	784.4	93.9	265.4	168.1	60.1	375	285
217513_at	18.5	202	137.1	14.9	30.3	179.1	17.8	31.4	19.1	220.8	123.1	39.2	112.1	39.4	61	101.8
217514_at	186.9	208.8	97.2	124.9	131.2	193.9	133.4	114.1	71.8	553.2	36.9	22.9	157.9	78.8	179.9	216.7
217515_s_at	43.8	223.6	29.6	87.4	131.8	171.6	181.2	131.1	53.1	551.9	173	65.1	168.9	92	219.5	177.9
217516_x_at	128.7	242.9	99.2	114.9	344.1	741.3	159.6	249.5	349.1	237.4	201.7	467.7	319.5	113.7	523.6	538.5
217517_x_at	331.8	214.8	228.5	259.5	236.4	273.7	230	250.2	203.7	249.8	187.9	165.3	274.4	106.4	574.1	136
217518_at	28.4	36.5	105.1	27	122.3	177.4	43.1	66.6	168	386.8	21.4	65.6	35.7	40.4	63.3	59.6
217519_at	25.1	16.7	39.2	4.9	48.5	7.3	33.6	94.6	12.1	142.1	6	131.7	32.4	24.5	62.6	30.9
217520_x_at	195.2	160.3	53.6	303.8	116.9	152.6	554	334.4	85	296	137.7	289.5	206.5	202.9	594.4	288.1
217521_at	290.1	480.4	297	371.7	296.9	355.5	553.1	427.7	357.6	166.1	122	500.6	430.5	44.4	534	413.6
217522_at	95.3	93.6	47.1	59.6	120.5	157.5	150.7	72.5	44	287.7	20.8	115.5	72.6	32.2	145.1	112.8
217523_at	3835.9	1263.2	1530.7	814.4	1423.2	1427.7	1949.1	2450.5	1183.8	2166.1	800.2	676.6	2362.4	1327.2	1053.2	1106.4
217524_x_at	5.5	39.5	14.3	48.6	35.6	25.4	7	48.4	70.8	22.8	13.7	36.5	35.2	8.3	6.1	48.3
217525_at	226.2	156.1	155.4	130.2	139.4	166.5	205.3	89.3	152	212.9	121.7	145.9	153	138.9	276.7	330.4
217526_at	1890.9	2628.4	2383.8	1216.2	1376	1330.1	1489.9	1484.6	1473.9	1936.2	1833.3	1140.6	2159.9	1307.9	2614	3393.6
217527_s_at	3095.5	4124.3	2574.4	2018.4	2730.9	2425.5	2431.9	3333.5	2817.8	2972.1	2679.1	2085.7	2950	2338.5	3209.8	3586.8
217528_at	5.5	10.5	59.3	12.7	6	16.6	6.3	5.2	79	36.3	45.8	9.5	54.2	5.5	32.7	9.8
217529_at	1463	1920.8	1193.6	1547.1	1739.9	1872.3	1668.7	1801	1837.4	2193.3	2225.2	1458.7	1785	2399.9	2335.9	1386.2
217530_at	24.2	25	21.2	21.7	105.9	176.8	15.9	145.5	78.8	290.1	116.5	88.4	61.4	137.3	208.1	30.2
217531_at	19	18.8	13.9	11.4	11.5	17.5	9.9	6.5	7.6	297.8	5.9	15.9	7.8	39.9	23	9.7
217532_x_at	14.5	32.5	19.7	11.7	12.6	33.5	7.6	13.5	54.2	109	19.8	82.2	14.7	8.8	32.1	71.1
217533_x_at	191.6	41.6	146.1	112.1	89.6	57.2	124.9	241.1	210.1	263.3	22.7	180.2	104.7	66.5	268.6	232.2
217534_at	654	910.6	464.8	195.3	341	299.2	362.6	498.2	358.7	1346.3	330.8	215.3	413.3	265.4	827.7	572.2
217535_at	93.7	233.5	56.7	25.5	136.2	144.7	52.3	111.8	158.2	102.9	105.3	94.7	158.6	80.3	34	87.9
217536_x_at	79.1	125.8	45.4	46.1	78.8	80.1	59.4	62.9	33.3	48.9	108.1	9.5	75.6	60.6	222.4	132
217537_x_at	14.9	14.4	24.3	12.1	13.1	29.3	37	15.8	21.1	37.5	20	47.2	34.9	15.7	34.1	22.3
217538_at	408.3	256.6	198.3	367	159.6	116.5	180.5	201.9	1424	662.9	122.1	441.3	184.6	207.4	482.6	813.5
217539_at	219.6	212.9	184.9	232.9	169.4	242.5	219.9	111.4	296	431	141.7	304	158.5	242.3	364.8	359.6
217540_at	286.7	624.9	806	607.5	365.4	600.1	663.7	395.3	247.6	145.5	402.4	414.2	791.8	359.7	423.8	283
217541_x_at	381.6	273.2	402.5	356.9	303.9	447.4	530.2	351	523.4	685.9	412	637	278.5	333.1	568.3	435.9
217542_at	10.1	231	158.1	73.5	86.5	96.2	187.2	210.1	19.6	187.9	130.1	128.7	132.6	150.4	174	90
217543_s_at	796.7	767.6	742	996.8	818.9	1171.7	899.6	980.4	748.5	1110.9	1087.4	1382.8	672.4	762.5	1247.6	1509.7
217544_at	629.4	845.2	1124	388.6	456.1	1018.9	817	639.5	833.7	538.8	415.5	292.9	477.7	190.9	414.4	321.2
217545_at	42	40.9	37.6	12.9	20.8	48.3	49.5	23.6	27	84	18.9	62.5	23.5	12.1	27.8	46
217546_at	10.8	9.1	19.2	5.9	11.8	7.3	12.2	20.3	12.1	55	6.9	12.9	6	4.9	15	11.8
217547_x_at	413.7	335.6	811.5	921.8	456.4	425.7	605.3	372.4	337.1	623	169.9	453.6	750.6	621.3	289.9	273.4
217548_at	64.2	211.2	51.6	159	230.9	80.8	140.6	244.2	209.1	66.5	103.4	202.7	186.1	151.2	137.1	299
217549_at	2669.6	4227	2060.2	2293.3	2423.5	2569.9	2814.7	3775.3	1862.1	2990	4051.6	1581.1	2685.5	2080.6	2837.2	2630.9
217550_at	362.1	335.2	376.6	359.2	418.4	421.3	630	237.1	634.9	362.1	301	262	558.8	259.8	474.4	368.1
217551_at	104.7	187.7	144.3	84.5	95.8	7.3	154.1	103.9	133.7	404.7	100.3	87.1	30.8	70.2	238.5	144.4
217552_x_at	14.8	119.5	9.8	67.9	81.8	117	14.5	58.5	32.3	99.9	151.5	84.8	89	35.1	7.6	180.9
217553_at	29.7	86.4	178.8	118.5	104.5	36.7	22.6	56.9	262.2	432.3	90.2	214.1	60.8	75.9	218.2	35.1
217554_at	714.1	522.8	878.9	571.3	568.5	791.6	878.2	809.6	442.3	787.4	539.4	310.9	333	309.8	873.5	589.5
217555_at	244.4	277.3	198.9	661.5	295.4	180	178.4	190.9	300.5	161.5	166.9	230.7	150.8	117.9	221	249.3
217556_at	185	523.2	548.2	415.4	381.6	416.6	185.6	159.6	168.5	162.5	600	332	790.1	399.2	667.5	678.7
217557_s_at	142.3	96.4	114	111.2	139.5	266.6	163.6	213.7	290.5	275.5	230.2	249.7	273.3	66.8	188.7	454.8
217558_at	302.1	198.1	94.7	110.4	186.1	165.2	307.9	128.6	320	401.3	87.1	221	125.9	91.8	419.5	524.9
217559_at	509.3	108	257.4	449.7	343.2	326.9	328	244.4	723.9	143.3	280.8	654.3	461.4	378.8	664.2	266
217560_at	309.5	356.6	112.6	253.5	383.6	350.4	277.4	121.5	615.3	495.4	230.9	593	260.7	221.2	483.3	459.9
217561_at	153.5	186.2	137.9	71	140.5	181.2	101.2	184.4	166.5	519.5	55.8	164.9	119.5	116.3	323.9	263.2
217562_at	3.3	7.1	6.6	9.5	6.3	7.3	5.7	8.2	6.4	50.5	6.3	24.6	62.9	4.1	8.1	4
217563_at	184.1	167.5	232	159.4	58.6	131.7	203.3	196.9	111.4	485.4	155.7	117.6	167.4	155.9	474.9	309.2
217564_s_at	68.4	12.6	13.6	9.2	28.7	52.4	29.4	13.4	102.5	208.6	42.9	27.8	44	12.1	183.4	31.5
217565_at	26.7	95.2	44.8	43.5	87.6	26.1	9.1	82	55.1	101.9	21.2	224.3	17.7	12.3	58.4	89.3
217566_s_at	163.6	64.3	71.3	92.9	59.4	164.9	113.7	169.2	84.5	75	52.1	121.6	85	46.9	125.2	112.4
